What is (are) Menkes syndrome ?,Menkes syndrome is a disorder that affects copper levels in the body.
How many people are affected by Menkes syndrome ?,"The incidence is estimated to be 1 in 100,000 newborns."
What are the genetic changes related to Menkes syndrome ?,Mutations in the ATP7A gene cause Menkes syndrome. 
Is Menkes syndrome inherited ?,Menkes syndrome is inherited in an X-linked recessive pattern.
What are the treatments for Menkes syndrome ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) metachromatic leukodystrophy ?,An inherited disorder characterized by the accumulation of fats called sulfatides in cells.
How many people are affected by metachromatic leukodystrophy ?,"Occur in 1 in 40,000 to 160,000 individuals worldwide."
What are the genetic changes related to metachromatic leukodystrophy ?,Most individuals with metachromatic leukodystrophy have mutations in the ARSA gene.
Is metachromatic leukodystrophy inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for metachromatic leukodystrophy ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) metatropic dysplasia ?,A skeletal disorder characterized by short stature with other skeletal abnormalities. 
How many people are affected by metatropic dysplasia ?,Metatropic dysplasia is a rare disease; its exact prevalence is unknown.
What are the genetic changes related to metatropic dysplasia ?,Metatropic dysplasia is caused by mutations in the TRPV4 gene.
Is metatropic dysplasia inherited ?,Metatropic dysplasia is considered an autosomal dominant disorder.
What are the treatments for metatropic dysplasia ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
"What is (are) methemoglobinemia, beta-globin type ?",A condition that affects the function of red blood cells.
"How many people are affected by methemoglobinemia, beta-globin type ?","The incidence of methemoglobinemia, beta-globin type is unknown."
"What are the genetic changes related to methemoglobinemia, beta-globin type ?","Methemoglobinemia, beta-globin type is caused by mutations in the HBB gene. "
"Is methemoglobinemia, beta-globin type inherited ?",This condition is inherited in an autosomal dominant pattern.
"What are the treatments for methemoglobinemia, beta-globin type ?","Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) methylmalonic acidemia ?,An inherited disorder in which the body is unable to process certain proteins and fats properly. 
How many people are affected by methylmalonic acidemia ?,"This condition occurs in an estimated 1 in 50,000 to 100,000 people."
What are the genetic changes related to methylmalonic acidemia ?,"Mutations in the MUT, MMAA, MMAB, MMADHC, and MCEE genes cause methylmalonic acidemia."
Is methylmalonic acidemia inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for methylmalonic acidemia ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) methylmalonic acidemia with homocystinuria ?,An inherited disorder in which the body is unable to properly process protein.
How many people are affected by methylmalonic acidemia with homocystinuria ?,The most common form of the condition.
What are the genetic changes related to methylmalonic acidemia with homocystinuria ?,"Caused by mutations in one of several genes: MMACHC, MMADHC, LMBRD1, ABCD4, or HCFC1. "
Is methylmalonic acidemia with homocystinuria inherited ?,Usually inherited in an autosomal recessive pattern.
What are the treatments for methylmalonic acidemia with homocystinuria ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) mevalonate kinase deficiency ?,"A condition characterized by recurrent episodes of fever, which typically begin during infancy."
How many people are affected by mevalonate kinase deficiency ?,More than 200 people with mevalonate kinase deficiency have been reported worldwide.
What are the genetic changes related to mevalonate kinase deficiency ?,Mutations in the MVK gene cause mevalonate kinase deficiency. 
Is mevalonate kinase deficiency inherited ?,This condition is inherited in an autosomal recessive pattern.
How many people are affected by microcephalic osteodysplastic primordial dwarfism type II ?,"A rare condition, although its prevalence is unknown."
What are the genetic changes related to microcephalic osteodysplastic primordial dwarfism type II ?,Mutations in the PCNT gene cause MOPDII. 
Is microcephalic osteodysplastic primordial dwarfism type II inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for microcephalic osteodysplastic primordial dwarfism type II ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) microcephaly-capillary malformation syndrome ?,An inherited disorder characterized by an abnormally small head size and abnormalities of small blood vessels.
What are the genetic changes related to microcephaly-capillary malformation syndrome ?,Microcephaly-capillary malformation syndrome results from mutations in the STAMBP gene. 
Is microcephaly-capillary malformation syndrome inherited ?,This condition has an autosomal recessive pattern of inheritance.
What is (are) microphthalmia ?,Microphthalmia is an eye abnormality that arises before birth.
How many people are affected by microphthalmia ?,"Microphthalmia occurs in approximately 1 in 10,000 individuals."
What are the genetic changes related to microphthalmia ?,Microphthalmia may be caused by changes in many genes involved in the early development of the eye.
What is (are) microphthalmia with linear skin defects syndrome ?,Microphthalmia with linear skin defects syndrome is a disorder that mainly affects females. 
How many people are affected by microphthalmia with linear skin defects syndrome ?,The prevalence of microphthalmia with linear skin defects syndrome is unknown.
What are the genetic changes related to microphthalmia with linear skin defects syndrome ?,Mutations in the HCCS gene. 
Is microphthalmia with linear skin defects syndrome inherited ?,This condition is inherited in an X-linked dominant pattern.
What are the treatments for microphthalmia with linear skin defects syndrome ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) microvillus inclusion disease ?,"A condition characterized by chronic, watery, life-threatening diarrhea beginning first hours to days of life. "
What are the genetic changes related to microvillus inclusion disease ?,Mutations in the MYO5B gene cause microvillus inclusion disease. 
What are the treatments for microvillus inclusion disease ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) Miller syndrome ?,Miller syndrome is a rare condition that mainly affects the development of the face and limbs.
What are the genetic changes related to Miller syndrome ?,Mutations in the DHODH gene cause Miller syndrome.
What are the treatments for Miller syndrome ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) Miller-Dieker syndrome ?,A condition characterized by a pattern of abnormal brain development known as lissencephaly. 
What are the genetic changes related to Miller-Dieker syndrome ?,Caused by a deletion of genetic material near the end of the short (p) arm of chromosome 17. 
How many people are affected by Milroy disease ?,Milroy disease is a rare disorder; its incidence is unknown.
What are the genetic changes related to Milroy disease ?,Mutations in the FLT4 gene cause some cases of Milroy disease.
What are the treatments for Milroy disease ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) mitochondrial complex III deficiency ?,"A genetic condition that can affect the brain, kidneys, liver, heart, and skeletal muscles."
What are the genetic changes related to mitochondrial complex III deficiency ?,Mitochondrial complex III deficiency can be caused by mutations in one of several genes. 
Is mitochondrial complex III deficiency inherited ?,Mitochondrial complex III deficiency is usually inherited in an autosomal recessive pattern.
What are the treatments for mitochondrial complex III deficiency ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
"What is (are) mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?",A condition that affects many of the body's systems.
"How many people are affected by mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?",The exact incidence of MELAS is unknown.
"Is mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes inherited ?",This condition is inherited as maternal inheritance. 
What is (are) mitochondrial membrane protein-associated neurodegeneration ?,Mitochondrial membrane protein-associated neurodegeneration (MPAN) is a disorder of the nervous system. 
What are the genetic changes related to mitochondrial membrane protein-associated neurodegeneration ?,Mutations in the C19orf12 gene cause MPAN.
What are the treatments for mitochondrial membrane protein-associated neurodegeneration ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) mitochondrial neurogastrointestinal encephalopathy disease ?,"A condition that affects several parts of the body, particularly the digestive system and nervous system. "
